OCCUPATION_TYPE,EMP_FEIN,EMP_NAICS,EMP_NUM_PAYROLL,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,JOB_AVG_WAGE,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,PRIMARY_WORKSITE_BLS_AREA,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Non-professional,46-2929649,561730,9,2013,Groundskeeper,$12.00,$17.00,Hour,,Business Premises,Wichita,KS,67214,"Wichita, KS",Y,N,N
Professional occupation,84-1496755,515210,4560,1993,Principal Engineer I,"$110,800.00","$196,400.00",Year,"$153,600.00",Business Premises,Greenwood Village,CO,80111,"Denver-Aurora-Lakewood, CO",Y,N,N
Professional occupation,26-2087865,51821,1287,2002,Senior Software Engineer,"$218,608.00","$586,625.00",Year,"$402,616.50",Business Premises,San Jose,CA,95110,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,45-2547134,611620,2,2011,Instructional Coordinator,"$54,000.00","$54,000.00",Year,"$54,000.00",Business Premises,Woodstock,MD,21163,"Baltimore-Columbia-Towson, MD",Y,N,N
Professional occupation,25-1797617,335314,2047,1903,Senior MES Consultant,"$144,555.00",,Year,"$144,555.00",Business Premises,Milwaukee,WI,53204,"Milwaukee-Waukesha-West Allis, WI",Y,N,N
Professional occupation,27-1063581,541330,55,2009,Validation Specialist,"$87,422.00","$87,422.00",Year,"$87,422.00",Business Premises,Plainsboro,NJ,08536,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,98-6021504,721110,215,1984,Housekeeping Director ,"$32,386.00","$32,386.00",Year,,Business Premises,SAIPAN,MP,96950,Northern Mariana Islands,Y,N,N
Professional occupation,94-2404110,334111,3560,1977,Software Development Engineer,"$115,000.00","$177,000.00",Year,"$146,000.00",Business Premises,San Diego,CA,92121,"San Diego-Carlsbad, CA",Y,N,N
Non-professional,82-1684006,62161,45,2017,Caregiver,"$20,197.00","$20,197.00",Year,,Business Premises,Rock Hill,SC,29730,"Charlotte-Concord-Gastonia, NC-SC",Y,N,N
Professional occupation,80-0945798,334413,11,2013,Production Manager,"$57,000.00","$57,000.00",Year,"$57,000.00",Business Premises,Austin,TX,78754,"Austin-Round Rock, TX",Y,N,N
Professional occupation,26-2637311,524210,1427,2003,Managing Director & Senior Counsel - Compliance,"$269,000.00",,Year,"$269,000.00",Business Premises,Westlake,TX,76262,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,83-0687007,722513,15,2021,Barista,"$18,470.00","$18,470.00",Year,,Business Premises,LOUISVILLE,KY,40291,"Louisville/Jefferson County, KY-IN",Y,N,N
Non-professional,87-3322469,624120,60,2010,Caregiver,$14.50,,Hour,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,20-5522608,561720,21,2006,Housekeepers,"$30,000.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,95-4844560,541511,201,1993,Network Security Architect,"$137,738.00",,Year,"$137,738.00",Business Premises,Calabasas,CA,91301,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,20-5930595,311710,330,2006,Fish Cutter and Trimmer,"$21,112.00","$21,112.00",Year,,Business Premises,EUTAW,AL,35462,Southwest Alabama nonmetropolitan area,Y,N,N
Professional occupation,94-2404110,334111,44463,1977,Software Development Engineer - Systems,"$192,941.00","$230,000.00",Year,"$211,470.50",Business Premises,Cupertino,CA,95014,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,36-4262739,561450,5066,1969,Sr. Advisor ,"$135,000.00",,Year,"$135,000.00",Business Premises,CHICAGO,IL,60661,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,84-4720049,541511,28,2020,"Director, Data Engineering and Machine Learning Operations","$211,120.00",,Year,"$211,120.00",Business Premises,San Mateo,CA,94403,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,20-1898451,541511,1626,2008,Software Engineer III,"$140,400.00","$211,000.00",Year,"$175,700.00",Business Premises,San Luis Obispo,CA,93401,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Y,N,N
Non-professional,20-0793410,311611,2500,1996,MEAT PACKER,"$35,360.00",,Year,,Business Premises,TREMONTON,UT,84337,"Ogden-Clearfield, UT",Y,N,N
Professional occupation,85-1465569,541511,13,2020,Software Developer-DevOps,"$103,272.00","$106,000.00",Year,"$104,636.00",Business Premises,Morrisville,NC,27560,"Raleigh, NC",Y,N,N
Professional occupation,26-2135579,541511,296,2008,.NET Developer,"$104,936.00","$104,936.00",Year,"$104,936.00",Business Premises,Shrewsbury,MA,01545,"Worcester, MA-CT",Y,N,N
Professional occupation,04-3541022,236210,34,2001,IT Engineer,"$94,661.00","$96,000.00",Year,"$95,330.50",Business Premises,North Chelmsford,MA,01863,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Non-professional,47-5548875,621610,130,2015,HOME HEALTH AIDE,"$33,280.00",,Year,,Business Premises,Ashburn,VA,20157,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,26-0871938,237130,275,2009,CUSTOMER SUPPORT (CS) ENGINEER,"$73,112.00",,Year,"$73,112.00",Business Premises,IRVINE,CA,92618,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,47-5548875,621610,130,2015,HOME HEALTH AIDE,"$33,280.00",,Year,,Business Premises,Ashburn,VA,20157,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,22-3757842,541511,65,2000,Automation Developer,"$81,078.00",,Year,"$81,078.00",Business Premises,Princeton,NJ,08540,"Trenton, NJ",Y,N,N
Professional occupation,85-1465569,541511,192,2020,Software Developer-DevOps,"$104,000.00","$106,000.00",Year,"$105,000.00",Business Premises,Morrisville,NC,27560,"Raleigh, NC",Y,N,N
Professional occupation,94-3320693,541511,34864,1999,Principal Technical Account Manager,"$168,300.00","$231,500.00",Year,"$199,900.00",Business Premises,San Francisco,CA,94105,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,36-4645138,813110,1,2008,Pastor,"$34,694.00",,Year,"$34,694.00",Business Premises,Louisville,KY,40214,"Louisville/Jefferson County, KY-IN",Y,N,N
Non-professional,47-5548875,621610,130,2015,HOME HEALTH AIDE,"$33,280.00",,Year,,Business Premises,Ashburn,VA,20157,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,85-1465569,541511,13,2020,Software Developer (Java),"$101,421.00","$105,000.00",Year,"$103,210.50",Business Premises,Morrisville,NC,27560,"Raleigh, NC",Y,N,N
Professional occupation,22-2512930,52411,486,1984,Senior ETL Developer ,"$126,689.98","$197,600.00",Year,"$162,144.99",Business Premises,Linthicum Heights,MD,21090,"Baltimore-Columbia-Towson, MD",Y,N,N
Non-professional,13-3451116,713940,3,1972,Rugby Coach - Multiple Openings,"$35,740.00",,Year,,Business Premises,New York,NY,10026,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,85-1465569,541511,192,2020,Software Developer-DevOps,"$104,000.00","$106,000.00",Year,"$105,000.00",Business Premises,Morrisville,NC,27560,"Raleigh, NC",Y,N,N
Professional occupation,26-0871938,237130,275,2009,TECHNICAL ARCHITECT - SALESFORCE,"$170,000.00",,Year,"$170,000.00",Business Premises,IRVINE,CA,92618,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,02-0685114,541511,45,2003,SR SOFTWARE ENGINEER,"$157,477.00","$157,477.00",Year,"$157,477.00",Business Premises,EDISON,NJ,08820,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,46-5582856,541511,129,2014,Data Engineer,"$88,150.00","$88,150.00",Year,"$88,150.00",Business Premises,ARLINGTON HEIGHTS,IL,60005,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,47-4660944,42345,1000,2015,Bioinformatics Intelligence Analyst,"$145,000.00",,Year,"$145,000.00",Business Premises,Plantation,FL,33322,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,82-5452702,621340,10,2000,Board Certified Music Therapist ,"$73,611.00",,Year,"$73,611.00",Business Premises,Woodland,CA,95695,"Sacramento--Roseville--Arden-Arcade, CA",Y,N,N
Professional occupation,85-1465569,541511,13,2020,Software Developer-DevOps,"$104,000.00","$106,000.00",Year,"$105,000.00",Business Premises,Morrisville,NC,27560,"Raleigh, NC",Y,N,N
Non-professional,27-3146914,812112,18,2010,Eyebrow Threader,"$28,000.00",,Year,,Business Premises,Providence,RI,02908,"Providence-Warwick, RI-MA",Y,N,N
Professional occupation,85-1465569,541511,13,2020,Software Developer (DevOps),"$101,421.00","$105,000.00",Year,"$103,210.50",Business Premises,Morrisville,NC,27560,"Raleigh, NC",Y,N,N
Non-professional,27-3146914,812112,18,2010,Eyebrow Threader,"$28,000.00",,Year,,Business Premises,Providence,RI,02908,"Providence-Warwick, RI-MA",Y,N,N
Professional occupation,26-0871938,237130,275,2009,CUSTOMER SUPPORT (CS) ENGINEER,"$73,112.00",,Year,"$73,112.00",Business Premises,IRVINE,CA,92618,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,85-1465569,541511,13,2020,Software Developer (DevOps),"$101,421.00","$105,000.00",Year,"$103,210.50",Business Premises,Morrisville,NC,27560,"Raleigh, NC",Y,N,N
Non-professional,47-5548875,621610,130,2015,HOME HEALTH AIDE,"$33,280.00",,Year,,Business Premises,Ashburn,VA,20157,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,13-1777230,541110,3500,1948,Mid-Level Associate,"$225,000.00","$295,000.00",Year,"$260,000.00",Business Premises,New York,NY,10001,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,84-2038837,812112,13,2019,Hair Stylist Assistant,"$31,200.00",,Year,,Business Premises,New York,NY,10001,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,75-2261343,56173,317,1989,Landscape Laborer,"$33,904.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,26-1851866,621493,25,2008,Front Office Assistant,"$33,821.00",,Year,,Business Premises,Flushing,NY,11358,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,Y
Professional occupation,46-4305179,522320,202,2013,Sr. Software Engineer (ME025),"$179,000.00","$230,200.00",Year,"$204,600.00",Business Premises,San Francisco,CA,94104,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,27-0453146,541614,42,2009,E-Commerce Operation Specialist,$15.50,,Hour,,Business Premises,Salt Lake City,UT,84104,"Salt Lake City, UT",Y,N,N
Non-professional,46-3983517,722511,28,2013,Chef (Japanese food ),"$41,870.00","$41,870.00",Year,,Business Premises,Laguna Beach ,CA,92651,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,51-0568618,56173,43,2006,Landscape Laborer,"$33,904.00","$38,459.20",Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,37-1261248,511210,400,1987,Wolfram Technology Engineer II,"$73,850.00",,Year,"$73,850.00",Business Premises,Champaign,IL,61820,"Champaign-Urbana, IL",Y,N,N
Non-professional,45-3178371,812113,2,2011,Nail Technician,"$24,232.00","$24,232.00",Year,,Business Premises,Lake Forest,IL,60045,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,81-4421834,541511,104,2016,Software Engineer ,"$200,000.00","$210,000.00",Year,"$205,000.00",Business Premises,Fremont,CA,94538,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,22-3452311,6221,3700,1901,Pulmonary and Critical Care Physician,"$177,944.00","$400,000.00",Year,"$288,972.00",Business Premises,Newark,NJ,07112,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,22-2823794,623110,202,1962,Nurse Aide,"$33,488.00",,Year,,Business Premises,Jersey City,NJ,07305,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,76-0847915,623110,166,1898,Nurse Aide,"$33,488.00",,Year,,Business Premises,Jersey City,NJ,07306,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,52-1853991,511210,1331,1991,Player Behavior Manager,"$113,568.00","$136,641.00",Year,"$125,104.50",Business Premises,Cary,NC,27518,"Raleigh, NC",Y,N,N
Professional occupation,52-2263942,513210,55,2000,Software Developer,"$113,000.00",,Year,"$113,000.00",Business Premises,Woburn,MA,01801,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,58-2137105,541511,3500,1994,SYSTEMS ANALYST,"$85,250.00",,Year,"$85,250.00",Business Premises,PLAINSBORO,NJ,08536,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,39-1804611,721110,446,1994,Room Attendant,$16.00,,Hour,,Business Premises,WISCONSIN DELLS,WI,53965,"Madison, WI",Y,N,N
Non-professional,22-3782136,623110,100,1990,Nursing Assistants,"$33,738.00","$33,738.00",Year,,Business Premises,Pittstown,NJ,08867,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,27-1510177,541511,184,2020,Senior Professional Application Designer ,"$103,834.00","$117,200.00",Year,"$110,517.00",Business Premises,Conway ,AR,72034,"Little Rock-North Little Rock-Conway, AR",Y,N,N
Professional occupation,23-1390618,62431,5666,1912,DIRECT CARE PROFESSIONAL,"$33,426.00","$39,500.00",Year,"$36,463.00",Business Premises,RUTLAND,MA,01543,"Worcester, MA-CT",Y,N,N
Non-professional,22-3782136,623110,105,1992,Nursing Assistants,"$33,738.00","$33,738.00",Year,,Business Premises,Pittstown,NJ,08867,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,42-0617510,337214,50,1944,Sr. Application Database Administrator,"$140,000.00",,Year,"$140,000.00",Business Premises,Muscatine,IA,52761,Southeast Iowa nonmetropolitan area,Y,N,N
Professional occupation,94-3320693,541511,34864,1999,Senior Experience Consultant,"$111,400.00","$183,900.00",Year,"$147,650.00",Business Premises,San Francisco,CA,94105,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,22-3782136,623110,120,1992,Nursing Assistants,"$33,738.00","$33,738.00",Year,,Business Premises,Pittstown,NJ,08867,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,47-1768065,423990,10,2015,Paint Supervisor,"$42,000.00",,Year,,Business Premises,Dania Beach,FL,33004,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Non-professional,05-0403330,722511,13,1963,Waitress,"$24,400.00","$25,000.00",Year,,Business Premises,Providence,RI,02906,"Providence-Warwick, RI-MA",Y,N,N
Non-professional,47-2685591,312111,920,2015,DRIVER MERCHANDISER [CC-DM-TAM0002],"$46,488.00",,Year,,Business Premises,TAMPA,FL,33619,"Tampa-St. Petersburg-Clearwater, FL",Y,N,N
Professional occupation,52-1853991,511210,1266,1991,Player Behavior Manager,"$113,568.00","$136,641.00",Year,"$125,104.50",Business Premises,Cary,NC,27518,"Raleigh, NC",Y,N,N
Non-professional,45-3646993,212311,35,2004,Quarry Helper,"$36,546.00","$41,600.00",Year,,Business Premises,Dunlap,TN,37327,"Chattanooga, TN-GA",Y,N,N
Non-professional,81-1817672,541613,7,2015,Administrative Secretary,"$26,000.00",,Year,,Business Premises,Duluth,GA,30096,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,46-1170282,62121,20,2014,Book Keeping Clerk,"$49,254.00","$49,500.00",Year,"$49,377.00",Business Premises,Brooklyn Park,MN,55445,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,N,N
Professional occupation,36-3989759,336211,1230,1951,Product Engineer,"$86,000.00",,Year,"$86,000.00",Business Premises,Hillside,IL,60162,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,83-2135454,54171,215,2014,ROBOTICS ENGINEER,"$75,005.00",,Year,"$75,005.00",Business Premises,COLUMBUS,OH,43215,"Columbus, OH",Y,N,N
Non-professional,83-1261777,812112,1,2018,Esthetician ,"$40,000.00","$40,000.00",Year,,Business Premises,Washington,DC,20009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
College/University Teacher,46-6000364,61131,800,1885,Assistant Professor of Music,"$59,213.00",,Year,,Business Premises,Rapid City,SD,57701,"Rapid City, SD",Y,N,N
Professional occupation,22-3709291,54151,12,2000,Software Developer,"$137,000.00",,Year,"$137,000.00",Business Premises,Princeton,NJ,08540,"Trenton, NJ",Y,N,N
Professional occupation,80-0832417,522310,162,2012,Development Manager,"$73,200.00",,Year,"$73,200.00",Business Premises,Hollywood,FL,33020,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,80-0555431,512290,4222,2011,Software Engineer,"$178,600.00","$267,900.00",Year,"$223,250.00",Business Premises,New York,NY,10007,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,20-1858663,62111,33,2005,Nephrology Physician,"$270,000.00",,Year,"$270,000.00",Business Premises,Tulsa,OK,74136,"Tulsa, OK",Y,N,N
Professional occupation,81-2848409,62111,0,2016,Urology Research Physician Assistant,"$71,000.00",,Year,"$71,000.00",Business Premises,Hialeah,FL,33016,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,20-1601546,56132,380,2004,Medical Technologist,"$39,291.00","$39,291.00",Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,45-4660612,522291,1414,2012,Senior Software Engineer,"$183,500.00","$214,000.00",Year,"$198,750.00",Business Premises,San Mateo,CA,94403,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,45-5433659,722511,19,1994,"Cooks, Restaurant","$21,258.00","$22,000.00",Year,,Business Premises,Corpus Christi,TX,78416,"Corpus Christi, TX",Y,N,N
Professional occupation,81-1493486,61111,16,2016,Montessori Lead Teacher ,"$52,000.00",,Year,"$52,000.00",Business Premises,Belmont,MA,02478,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,33-1229535,561910,85,2013,Product Manager(s),"$137,700.00","$182,160.00",Year,"$159,930.00",Business Premises,San Francisco,CA,94103,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,45-4836798,4841,15,2009,TRUCK DRIVER,"$51,000.00",,Year,,Business Premises,TROY,MI,48083,"Detroit-Warren-Dearborn, MI",Y,N,N
Professional occupation,83-2135454,54171,215,2014,ROBOTICS ENGINEER,"$75,005.00",,Year,"$75,005.00",Business Premises,COLUMBUS,OH,43215,"Columbus, OH",Y,N,N
Professional occupation,77-0560389,541512,1373,2000,Senior Product Manager,"$191,855.00","$209,300.00",Year,"$200,577.50",Business Premises,Sunnyvale,CA,94086,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,33-0112644,541714,2140,1978,"Sr. Principal Analyst, Statistical Programming","$113,000.00","$189,000.00",Year,"$151,000.00",Business Premises,Durham,NC,27709,"Durham-Chapel Hill, NC",Y,N,N
Non-professional,45-5433659,722511,19,1994,"Cooks, Restaurant","$21,258.00","$22,000.00",Year,,Business Premises,Corpus Christi,TX,78416,"Corpus Christi, TX",Y,N,N
Professional occupation,84-3969006,621511,229,2020,Chief Technological Director,"$208,000.00",,Year,"$208,000.00",Business Premises,Pine Brook,NJ,07058,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,95-4783955,23815,63,2000,COST ESTIMATOR,"$50,274.00","$50,274.00",Month,,Business Premises,RANCHO DOMINGUEZ,CA,90220,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
College/University Teacher,24-0795445,611310,1700,1865,Teaching Assistant Professor,"$100,000.00",,Year,,Business Premises,Bethlehem,PA,18015,"Allentown-Bethlehem-Easton, PA-NJ",Y,N,N
Professional occupation,26-2326076,524114,2047,1996,Test Analyst II,"$76,735.00","$82,763.00",Year,"$79,749.00",Business Premises,Fargo,ND,58103,"Fargo, ND-MN",Y,N,N
Professional occupation,20-8439559,42312,8,2006,INTERNATIONAL BUSINESS COORDINATOR,"$50,800.00",,Year,"$50,800.00",Business Premises,MIAMI,FL,33172,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
College/University Teacher,58-6002053,611310,6775,1828,Assistant Professor of Anesthesiology,"$360,000.00",,Year,,Business Premises,AUGUSTA,GA,30912,"Augusta-Richmond County, GA-SC",Y,N,N
Professional occupation,47-4234841,523940,6,2015,Director [ SOC: 11-3031.03] ,"$215,000.00",,Year,"$215,000.00",Business Premises,Miami,FL,33131,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Non-professional,47-5548875,621610,130,2015,HOME HEALTH AIDE,"$33,280.00",,Year,,Business Premises,ASHBURN,VA,20147,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Non-professional,22-3782136,623110,144,2012,Nursing Assistants,"$33,738.00",,Year,,Business Premises,Pittstown,NJ,08867,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
